time,generation biomass,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation nuclear,generation solar,generation waste,generation wind onshore,total load actual
2015-01-02 18:00:00+01:00,410.0,595.0,1324.0,3886.0,7106.0,769.0,178.0,11276.0,29045.0
2015-01-02 19:00:00+01:00,435.0,78.0,1352.0,5553.0,7104.0,266.0,199.0,10510.0,31967.0
2015-01-02 20:00:00+01:00,435.0,68.0,1369.0,5604.0,7106.0,165.0,203.0,10406.0,33266.0
2015-01-02 21:00:00+01:00,437.0,68.0,1370.0,5902.0,7107.0,137.0,204.0,10445.0,33668.0
2015-01-02 22:00:00+01:00,437.0,68.0,1365.0,5347.0,7107.0,137.0,204.0,9976.0,32426.0
2015-01-02 23:00:00+01:00,443.0,68.0,1323.0,4969.0,7108.0,137.0,203.0,9527.0,29705.0
2015-01-03 00:00:00+01:00,478.0,502.0,1423.0,3719.0,7096.0,62.0,201.0,9264.0,25564.0
2015-01-03 01:00:00+01:00,463.0,1048.0,1392.0,3482.0,7095.0,62.0,198.0,9135.0,23584.0
2015-01-03 02:00:00+01:00,452.0,1880.0,1296.0,3060.0,7096.0,61.0,201.0,9362.0,22194.0
2015-01-03 03:00:00+01:00,454.0,2441.0,1245.0,2474.0,7098.0,61.0,208.0,9628.0,21296.0
2015-01-03 04:00:00+01:00,449.0,2767.0,1221.0,2266.0,7097.0,61.0,201.0,9607.0,21145.0
2015-01-03 05:00:00+01:00,453.0,2953.0,1212.0,2449.0,7098.0,61.0,188.0,9666.0,21316.0
2015-01-03 06:00:00+01:00,458.0,2744.0,1215.0,2620.0,7099.0,61.0,187.0,9743.0,21674.0
2015-01-03 07:00:00+01:00,452.0,2279.0,1295.0,2559.0,7098.0,63.0,186.0,9401.0,22127.0
2015-01-03 08:00:00+01:00,438.0,2152.0,1295.0,3335.0,7097.0,233.0,186.0,8363.0,22756.0
2015-01-03 09:00:00+01:00,433.0,1081.0,1380.0,4229.0,7097.0,820.0,197.0,7924.0,24654.0
2015-01-03 10:00:00+01:00,419.0,341.0,1421.0,4827.0,7097.0,1665.0,205.0,7592.0,26454.0
2015-01-03 11:00:00+01:00,431.0,325.0,1424.0,4429.0,7093.0,2488.0,202.0,7874.0,26959.0
2015-01-03 12:00:00+01:00,425.0,409.0,1417.0,4309.0,7094.0,3218.0,202.0,8192.0,26716.0
2015-01-03 13:00:00+01:00,427.0,1095.0,1390.0,3784.0,7095.0,3695.0,208.0,8718.0,26802.0
2015-01-03 14:00:00+01:00,421.0,1750.0,1285.0,3709.0,7093.0,3780.0,210.0,9152.0,26416.0
2015-01-03 15:00:00+01:00,410.0,2141.0,1277.0,3320.0,7092.0,3370.0,202.0,9382.0,25362.0
2015-01-03 16:00:00+01:00,397.0,2175.0,1279.0,3919.0,7092.0,2692.0,200.0,9307.0,24770.0
2015-01-03 17:00:00+01:00,393.0,1936.0,1302.0,4256.0,7095.0,1931.0,201.0,8892.0,24501.0
2015-01-03 18:00:00+01:00,418.0,1271.0,1478.0,4812.0,7094.0,1015.0,212.0,8568.0,24992.0
2015-01-03 19:00:00+01:00,458.0,129.0,1544.0,5753.0,7094.0,502.0,222.0,9005.0,27964.0
2015-01-03 20:00:00+01:00,462.0,0.0,1583.0,5946.0,7096.0,355.0,221.0,9672.0,29694.0
2015-01-03 21:00:00+01:00,462.0,0.0,1572.0,5985.0,7095.0,291.0,221.0,10081.0,29874.0
2015-01-03 22:00:00+01:00,463.0,117.0,1546.0,5519.0,7094.0,207.0,219.0,10537.0,28979.0
2015-01-03 23:00:00+01:00,456.0,587.0,1502.0,4505.0,7094.0,117.0,217.0,10953.0,26863.0
2015-01-04 00:00:00+01:00,391.0,1045.0,1502.0,1991.0,7086.0,692.0,162.0,8540.0,25254.0
2015-01-04 01:00:00+01:00,351.0,1257.0,1494.0,1867.0,7087.0,684.0,160.0,8080.0,23620.0
2015-01-04 02:00:00+01:00,350.0,1629.0,1484.0,1414.0,7086.0,648.0,161.0,7773.0,22606.0
2015-01-04 03:00:00+01:00,366.0,1962.0,1472.0,1355.0,7086.0,640.0,162.0,7601.0,22191.0
2015-01-04 04:00:00+01:00,377.0,2185.0,1438.0,1431.0,7087.0,563.0,161.0,7584.0,21929.0
2015-01-04 05:00:00+01:00,372.0,1795.0,1457.0,1534.0,7086.0,372.0,157.0,7812.0,22195.0
2015-01-04 06:00:00+01:00,377.0,1341.0,1352.0,2284.0,7085.0,179.0,155.0,7950.0,24035.0
2015-01-04 07:00:00+01:00,396.0,378.0,1433.0,3188.0,7086.0,129.0,156.0,8228.0,26807.0
2015-01-04 08:00:00+01:00,415.0,0.0,1561.0,3521.0,7080.0,357.0,156.0,8341.0,28316.0
2015-01-04 09:00:00+01:00,418.0,0.0,1573.0,4286.0,7080.0,1634.0,159.0,8569.0,29871.0
2015-01-04 10:00:00+01:00,402.0,17.0,1451.0,3921.0,7079.0,3830.0,162.0,8433.0,30585.0
2015-01-04 11:00:00+01:00,411.0,119.0,1519.0,4023.0,7083.0,4937.0,161.0,8001.0,30772.0
2015-01-04 12:00:00+01:00,403.0,72.0,1533.0,3997.0,7085.0,5302.0,165.0,7520.0,30685.0
2015-01-04 13:00:00+01:00,407.0,69.0,1591.0,3760.0,7087.0,5590.0,158.0,7274.0,30429.0
2015-01-04 14:00:00+01:00,393.0,69.0,1529.0,3077.0,7085.0,5668.0,150.0,6878.0,28741.0
2015-01-04 15:00:00+01:00,400.0,69.0,1495.0,2602.0,7083.0,5593.0,149.0,7517.0,28249.0
2015-01-04 16:00:00+01:00,397.0,112.0,1459.0,2553.0,7080.0,5316.0,147.0,7999.0,28105.0
2015-01-04 17:00:00+01:00,393.0,251.0,1435.0,2925.0,7079.0,4907.0,152.0,8181.0,27908.0
2015-01-04 18:00:00+01:00,402.0,506.0,1435.0,3446.0,7078.0,4200.0,153.0,8260.0,27577.0
2015-01-04 19:00:00+01:00,409.0,789.0,1458.0,4365.0,7080.0,2911.0,150.0,8156.0,27418.0
2015-01-04 20:00:00+01:00,438.0,416.0,1538.0,5936.0,7082.0,1392.0,170.0,8347.0,28604.0
2015-01-04 21:00:00+01:00,436.0,0.0,1616.0,5856.0,7084.0,748.0,177.0,8875.0,30346.0
2015-01-04 22:00:00+01:00,424.0,0.0,1594.0,4684.0,7085.0,696.0,174.0,8922.0,28190.0
2015-01-04 23:00:00+01:00,403.0,79.0,1467.0,3776.0,7088.0,672.0,166.0,8735.0,26270.0
2015-01-05 00:00:00+01:00,373.0,650.0,1182.0,2086.0,4036.0,691.0,158.0,7351.0,25069.0
2015-01-05 01:00:00+01:00,363.0,938.0,1099.0,2458.0,4029.0,668.0,153.0,7403.0,23390.0
2015-01-05 02:00:00+01:00,359.0,1021.0,1076.0,2140.0,4028.0,662.0,156.0,7887.1,21988.0
2015-01-05 03:00:00+01:00,359.1,1021.1,1076.1,2140.1,4028.1,662.1,156.1,7887.0,21182.0
2015-01-05 04:00:00+01:00,334.0,2067.0,982.0,2531.0,4030.0,570.0,155.0,8348.0,20778.0
2015-01-05 05:00:00+01:00,338.0,2228.0,969.0,2439.0,4031.0,428.0,153.0,8526.0,20309.0
2015-01-05 06:00:00+01:00,341.0,2365.0,967.0,2583.0,4031.0,243.0,152.0,8518.0,20252.0
2015-01-05 07:00:00+01:00,343.0,2321.0,1087.0,2740.0,4031.0,155.0,143.0,8263.0,19964.0
2015-01-05 08:00:00+01:00,345.0,2071.0,1110.0,2480.0,4030.0,500.0,143.0,8326.0,20796.0
2015-01-05 09:00:00+01:00,369.0,1465.0,1168.0,2575.0,4028.0,1333.0,140.0,8046.0,22478.0
2015-01-05 10:00:00+01:00,374.0,1216.0,1207.0,2286.0,4011.0,2482.0,140.0,8439.0,23834.0
2015-01-05 11:00:00+01:00,376.0,1166.0,1206.0,2209.0,3829.0,3339.0,155.0,9131.0,24429.0
2015-01-05 12:00:00+01:00,,1166.1,1206.1,2209.1,3829.1,3339.1,155.1,9131.1,24429.1
2015-01-05 13:00:00+01:00,,1166.2,1206.2,2209.2,3829.2,3339.2,155.2,9131.2,24429.2
2015-01-05 14:00:00+01:00,,1166.3,1206.3,2209.3,3829.3,3339.3,155.3,9131.3,24429.3
2015-01-05 15:00:00+01:00,,1166.4,1206.4,2209.4,3829.4,3339.4,155.4,9131.4,24429.4
2015-01-05 16:00:00+01:00,,1166.5,1206.5,2209.5,3829.5,3339.5,155.5,9131.5,24429.5
2015-01-05 17:00:00+01:00,,1166.6,1206.6,2209.6,3829.6,3339.6,155.6,9131.6,24429.6
2015-01-05 18:00:00+01:00,370.0,1242.0,1219.0,2156.0,3712.0,2944.0,148.0,7431.0,21888.0
2015-01-05 19:00:00+01:00,375.0,651.0,1260.0,1843.0,3743.0,1971.0,147.0,6570.0,22048.0
2015-01-05 20:00:00+01:00,371.0,108.0,1308.0,2291.0,3773.0,958.0,153.0,5549.0,22858.0
2015-01-05 21:00:00+01:00,370.0,0.0,1328.0,3732.0,3803.0,605.0,161.0,4979.0,25604.0
2015-01-05 22:00:00+01:00,362.0,45.0,1328.0,3613.0,3834.0,518.0,161.0,4822.0,25381.0
2015-01-05 23:00:00+01:00,370.0,193.0,1318.0,3044.0,3868.0,394.0,158.0,4982.0,23822.0
